,wheel,station,name,x std,x std unc,y std,y std unc,z std,z std unc,phix std,phix std unc,phiy std,phiy std unc,phiz std,phiz std unc,nMuons_mean,nMuons_std,hesse_unc_x,hesse_unc_y,hesse_unc_z,hesse_unc_phix,hesse_unc_phiy,hesse_unc_phiz,njobs
13,1,2,SM_10_6_01_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,3.256694736394648,0.24059524668470225,1.1026032006945283,2.0507519685139,0.011530915756427076,0.0018394952370888943,0.003331634870313809,0
14,1,3,SM_10_6_01_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.583333333333333,4.14418175569586,0.39240017838935803,1.6052020987332958,3.562729602737517,0.017367303251288678,0.0020172773180149968,0.0036310693252049656,0
15,1,4,SM_10_6_01_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.285714285714286,5.41264291235837,0.8312195038835192,5.818604721846201,0.062149638337278726,0.005682864754521421,0.16604012822754077,0.21654303269999037,0
16,2,1,SM_10_6_01_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,3.4410622038709344,0.3707427230124236,2.895322664804967,2.3532384305699057,0.007896451101602543,0.004535300186071235,0.003818999432661213,0
17,2,2,SM_10_6_01_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.416666666666667,2.5030284687057627,0.5143517279061091,4.56640418084702,4.299000049845478,0.014907216373287133,0.005583297924550123,0.005261996362055538,0
18,2,3,SM_10_6_01_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.416666666666667,3.3154825052206567,0.5729796462353615,3.772037579346208,4.198341041411476,0.015615405854475893,0.00519336571983911,0.005960344159526361,0
19,2,4,SM_10_6_01_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.642857142857143,3.2958515383186424,1.0383330390582783,5.731395379835525,0.046363685466105906,0.012564162128848864,0.19264107357985732,0.3621062746087121,0
20,-2,1,SM_10_6_01_1,0.40970530349960294,0.08734946420080814,1.0850895085159957,0.23134186052556752,0.8889036272369295,0.18951489009801387,0.004473159196587399,0.0009536807450851203,0.006247278678231712,0.0013319242894721322,0.005480754828834591,0.0011685008556770059,6.333333333333333,3.6762958960278915,0.36270125447811724,2.3593023787309915,1.922531144091039,0.005799267195085945,0.002987946499807901,0.0025587089378378753,1
21,-2,2,SM_10_6_01_1,0.19968832007199527,0.04257369288719781,1.430277411510321,0.3049361687212486,1.7414300931042759,0.371274143333049,0.006374051811749453,0.0013589524123527599,0.004370472556976346,0.0009317878799598935,0.004136623653668752,0.0008819311262557404,4.833333333333333,2.28963408483195,0.398735084987514,2.8798083269551116,2.6772187433977077,0.008784418022840216,0.0045882772366107084,0.004389158005813872,1
22,-2,3,SM_10_6_01_1,0.7219399819971265,0.15391812132754387,6.612918791052777,1.4098790234539293,7.676902525259114,1.6367211177774377,0.03389873486391197,0.007227234556534938,0.006649284991642175,0.0014176323234707207,0.008352830661968435,0.001780829480728778,5.0,2.860387767736777,0.8495420972500421,6.061066119091591,7.096863743936472,0.018997865998579947,0.004513273202455176,0.005089805128882637,1
23,-2,4,SM_10_6_01_1,1.355860767764354,0.265906173559436,0.0,0.0,17.209387937181354,3.3750386503336927,0.04104229623239905,0.008049056514294554,0.04966866385867192,0.00974082639344034,0.05050973028790431,0.00990577309093587,6.285714285714286,3.6674990730127597,1.1851847573652428,7.540333546999098,0.02483033244020122,0.012814721293035672,0.16046080427659246,0.4324658496828496,1
24,-1,1,SM_10_6_01_1,0.279566778350344,0.0596038374135235,0.7931110702244761,0.16909184832142315,1.2871977905686218,0.27443149104058917,0.008068950492696018,0.0017203060252807467,0.001515914420748277,0.0003231940404373329,0.002109372865001338,0.00044971980587937154,8.0,2.1320071635561044,0.16344517012247145,0.7561190382472855,1.2333429074157467,0.007478556618152268,0.0014847807612879786,0.0024276921326455486,1
25,-1,2,SM_10_6_01_1,0.21142634288693438,0.045076247759941325,0.9341493281653143,0.1991613059479572,1.9814040722765143,0.42243676759927656,0.0143840449452932,0.0030666886864278075,0.0027356028797126406,0.0005832324936192058,0.005788002902303474,0.0012340063650394528,6.75,3.519426606190792,0.22531775895388273,0.8845361072336165,1.589742707169937,0.010181441450010896,0.0013933602369810903,0.0026079493860119295,1
26,-1,3,SM_10_6_01_1,0.24204911533565895,0.05160504478280426,0.9926242542593898,0.2116282020800555,2.0454360477535762,0.436088430640651,0.01775065032566145,0.0037844513652089706,0.0018709929080372254,0.0003988970282898032,0.004987511208817809,0.0010633409625515934,5.833333333333333,2.757908737804898,0.2583417725196052,0.7876878460768217,1.7936487154082636,0.013588868869146434,0.0018604465669756357,0.004207825363024741,1
