,wheel,station,sector,type,x,y,z,phix,phiy,phiz,xx,xy,xz,xa,xb,xc,yy,yz,ya,yb,yc,zz,za,zb,zc,aa,ab,ac,bb,bc,cc,xml_name,wheel,station,sector,status,nMuons,covMatrix,error,name,x_unc,y_unc,z_unc,phix_unc,phiy_unc,phiz_unc
344,-1,4,8,DTChamber,-0.0155514691,-0.0,-0.0641063432,-8.27955e-05,8.44109e-05,-0.0001405961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,-1,4,8,PASS,10930,"[[ 5.88964e-05 -2.20013e-04  1.35254e-07 -7.34529e-08 -1.87763e-07
   2.18617e-06]
 [-2.20013e-04  2.49390e-03  3.89450e-07 -1.04354e-06 -2.55372e-06
   1.28045e-05]
 [ 1.35254e-07  3.89450e-07  4.19606e-07 -4.09272e-09  3.40564e-08
   2.44079e-08]
 [-7.34529e-08 -1.04354e-06 -4.09272e-09  8.28058e-09  1.93401e-08
   7.42368e-11]
 [-1.87763e-07 -2.55372e-06  3.40564e-08  1.93401e-08  5.71734e-08
   4.54908e-09]
 [ 2.18617e-06  1.28045e-05  2.44079e-08  7.42368e-11  4.54908e-09
   8.17553e-05]]","[ 7.67440e-03 -9.99900e+03  4.99390e-02  6.47770e-04  9.09977e-05
  2.39110e-04]",design_10_6_25M_01_121,0.0076744,-9999.0,0.049939,0.00064777,9.09977e-05,0.00023911
345,-1,4,9,DTChamber,0.0055482617,0.0,0.2246430524,-0.0021234094,2.43528e-05,-0.0001589406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,-1,4,9,PASS,4514,"[[ 3.72967e-04 -2.90950e-05 -3.88455e-08  9.03525e-08  2.28690e-07
  -1.92771e-07]
 [-2.90950e-05  1.16531e-01  9.70309e-06  1.73995e-08  5.28239e-10
   3.13369e-06]
 [-3.88455e-08  9.70309e-06  5.47102e-06  2.41527e-10 -8.92507e-10
  -2.99623e-07]
 [ 9.03525e-08  1.73995e-08  2.41527e-10  1.96055e-08  4.58577e-08
   2.31458e-09]
 [ 2.28690e-07  5.28239e-10 -8.92507e-10  4.58577e-08  1.24672e-07
   6.01675e-09]
 [-1.92771e-07  3.13369e-06 -2.99623e-07  2.31458e-09  6.01675e-09
   1.86281e-04]]","[ 1.93124e-02 -9.99900e+03  3.41366e-01  2.33902e-03  1.40020e-04
  3.53089e-04]",design_10_6_25M_01_121,0.0193124,-9999.0,0.341366,0.00233902,0.00014002,0.000353089
346,-1,4,10,DTChamber,0.0739135742,0.0,0.463684082,0.0017397386,3.384e-07,-0.0001945389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,-1,4,10,PASS,5389,"[[ 2.40199e-03 -1.11264e-02  6.48710e-07  9.30221e-08 -2.45702e-06
  -2.08941e-10]
 [-1.11264e-02  5.94911e-02 -5.32443e-06 -6.50316e-07  1.18537e-05
   2.01405e-09]
 [ 6.48710e-07 -5.32443e-06  2.75720e-06  5.17519e-07  2.08418e-07
  -5.65202e-10]
 [ 9.30221e-08 -6.50316e-07  5.17519e-07  1.11969e-07  2.36738e-08
  -6.68883e-11]
 [-2.45702e-06  1.18537e-05  2.08418e-07  2.36738e-08  1.60498e-04
  -8.35459e-11]
 [-2.08941e-10  2.01405e-09 -5.65202e-10 -6.68883e-11 -8.35459e-11
   1.20481e-09]]","[ 4.90101e-02 -9.99900e+03  2.43908e-01  1.66048e-03  0.00000e+00
  3.34617e-04]",design_10_6_25M_01_121,0.0490101,-9999.0,0.243908,0.00166048,0.0,0.000334617
347,-1,4,14,DTChamber,-0.0811157227,0.0,0.3497314453,-0.0004060282,-1.62e-08,-3.97756e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,-1,4,14,PASS,5542,"[[ 2.57058e-03  1.22191e-02 -5.06865e-07  6.25896e-08 -9.86792e-08
  -1.67287e-11]
 [ 1.22191e-02  6.65614e-02 -3.70902e-06  5.06445e-07  4.12479e-07
  -1.12865e-10]
 [-5.06865e-07 -3.70902e-06  2.96177e-06 -5.44255e-07  6.82029e-08
   6.25586e-11]
 [ 6.25896e-08  5.06445e-07 -5.44255e-07  1.14663e-07 -1.48124e-08
  -8.60692e-12]
 [-9.86792e-08  4.12479e-07  6.82029e-08 -1.48124e-08  1.63722e-04
   9.90886e-13]
 [-1.67287e-11 -1.12865e-10  6.25586e-11 -8.60692e-12  9.90886e-13
   1.17056e-09]]","[ 5.07009e-02 -9.99900e+03  2.57995e-01  1.72098e-03  0.00000e+00
  3.38620e-04]",design_10_6_25M_01_121,0.0507009,-9999.0,0.257995,0.00172098,0.0,0.00033862
348,-1,4,11,DTChamber,-0.0471773495,0.0,0.3014651358,0.003764383,-7.57135e-05,0.0004937966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,-1,4,11,PASS,4582,"[[ 3.96947e-04 -1.98484e-03  7.02832e-08  2.96660e-08  6.42463e-08
  -1.50745e-07]
 [-1.98484e-03  1.15167e-01 -6.26940e-07  4.71756e-07  1.15801e-06
   4.03606e-06]
 [ 7.02832e-08 -6.26940e-07  5.38576e-06  4.35328e-09 -8.14400e-08
  -3.76714e-07]
 [ 2.96660e-08  4.71756e-07  4.35328e-09  1.90092e-08  4.41236e-08
   1.91591e-08]
 [ 6.42463e-08  1.15801e-06 -8.14400e-08  4.41236e-08  1.20900e-07
   5.82932e-08]
 [-1.50745e-07  4.03606e-06 -3.76714e-07  1.91591e-08  5.82932e-08
   1.81393e-04]]","[ 1.99235e-02 -9.99900e+03  3.39362e-01  2.32072e-03  1.37874e-04
  3.47707e-04]",design_10_6_25M_01_121,0.0199235,-9999.0,0.339362,0.00232072,0.000137874,0.000347707
349,-1,4,12,DTChamber,-0.0153712419,-0.0,-0.2254514171,-0.0019597729,-3.81854e-05,0.0002467403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,-1,4,12,PASS,10416,"[[ 2.92411e-04 -1.07285e-03 -2.99258e-08  2.56098e-08  6.73828e-08
  -2.74328e-07]
 [-1.07285e-03  9.28309e-03  3.64710e-07  6.27863e-07  1.42017e-06
   1.26288e-06]
 [-2.99258e-08  3.64710e-07  4.20964e-07  4.50213e-09 -3.84127e-08
  -1.17139e-08]
 [ 2.56098e-08  6.27863e-07  4.50213e-09  8.26943e-09  1.92816e-08
  -3.04674e-09]
 [ 6.73828e-08  1.42017e-06 -3.84127e-08  1.92816e-08  5.82231e-08
  -6.53024e-09]
 [-2.74328e-07  1.26288e-06 -1.17139e-08 -3.04674e-09 -6.53024e-09
   8.36244e-05]]","[ 1.71000e-02 -9.99900e+03  9.63488e-02  6.48817e-04  9.09364e-05
  2.41295e-04]",design_10_6_25M_01_121,0.0171,-9999.0,0.0963488,0.000648817,9.09364e-05,0.000241295
350,0,1,1,DTChamber,0.0039253235,0.0084940195,-0.0482788086,0.0005988559,-2.77494e-05,1.03773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,1,PASS,9985,"[[ 2.91290e-05  1.24446e-07  8.47185e-05  8.16503e-10 -1.70622e-09
  -1.62322e-09]
 [ 1.24446e-07  4.12852e-05  6.95496e-07  1.97965e-06  3.24860e-10
  -9.41224e-08]
 [ 8.47185e-05  6.95496e-07  1.01224e-03 -1.43871e-07  8.52064e-09
   5.27825e-09]
 [ 8.16503e-10  1.97965e-06 -1.43871e-07  3.62278e-07  5.68816e-11
  -1.99829e-08]
 [-1.70622e-09  3.24860e-10  8.52064e-09  5.68816e-11  5.32806e-10
   4.26470e-12]
 [-1.62322e-09 -9.41224e-08  5.27825e-09 -1.99829e-08  4.26470e-12
   6.05597e-09]]",[5.39713e-03 6.42535e-03 3.18157e-02 6.01896e-04 2.30826e-05 7.78201e-05],design_10_6_25M_01_121,0.00539713,0.00642535,0.0318157,0.000601896,2.30826e-05,7.78201e-05
351,0,1,5,DTChamber,-0.003580993,8.7738e-05,-0.0038526082,-0.0006205268,-2.3213e-06,-0.0001006378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,5,PASS,9923,"[[ 2.04382e-05  3.23535e-07  3.04239e-05  8.68302e-08 -4.77645e-10
  -5.59816e-09]
 [ 3.23535e-07  4.22220e-05  1.79868e-06  2.06474e-06  3.32622e-10
  -8.62998e-08]
 [ 3.04239e-05  1.79868e-06  7.00747e-04  4.14696e-07  4.73854e-09
  -1.87648e-08]
 [ 8.68302e-08  2.06474e-06  4.14696e-07  3.81179e-07  1.37293e-10
  -2.04601e-08]
 [-4.77645e-10  3.32622e-10  4.73854e-09  1.37293e-10  3.87607e-10
  -5.97369e-12]
 [-5.59816e-09 -8.62998e-08 -1.87648e-08 -2.04601e-08 -5.97369e-12
   6.35383e-09]]",[4.52087e-03 6.49785e-03 2.64716e-02 6.17397e-04 1.96877e-05 7.97109e-05],design_10_6_25M_01_121,0.00452087,0.00649785,0.0264716,0.000617397,1.96877e-05,7.97109e-05
352,0,1,9,DTChamber,0.0014611592,0.0042948127,-0.0259377837,-0.0001870634,-1.30859e-05,1.90799e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,9,PASS,9907,"[[ 2.86241e-05  5.55163e-08  8.29129e-05 -3.01377e-08 -1.71402e-09
   3.60945e-09]
 [ 5.55163e-08  4.09629e-05  2.71770e-06  2.02506e-06 -2.07677e-10
  -8.97457e-08]
 [ 8.29129e-05  2.71770e-06  1.00986e-03  2.27362e-08  8.18626e-09
   6.73673e-09]
 [-3.01377e-08  2.02506e-06  2.27362e-08  3.75951e-07 -5.92695e-11
  -2.00607e-08]
 [-1.71402e-09 -2.07677e-10  8.18626e-09 -5.92695e-11  5.36949e-10
   1.43576e-11]
 [ 3.60945e-09 -8.97457e-08  6.73673e-09 -2.00607e-08  1.43576e-11
   6.01272e-09]]",[5.35015e-03 6.40023e-03 3.17784e-02 6.13149e-04 2.31722e-05 7.75417e-05],design_10_6_25M_01_121,0.00535015,0.00640023,0.0317784,0.000613149,2.31722e-05,7.75417e-05
353,0,1,2,DTChamber,0.0048301376,-0.0095157027,0.0131488484,0.0003580951,-2.06972e-05,0.0001000761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,2,PASS,10135,"[[ 2.08892e-05  1.92290e-06  3.54185e-05  3.21152e-07 -2.42323e-09
  -5.08099e-09]
 [ 1.92290e-06  4.10510e-05  9.12105e-06  1.92955e-06 -3.39449e-10
  -9.76131e-08]
 [ 3.54185e-05  9.12105e-06  6.76170e-04  1.38978e-06 -2.33456e-09
  -5.50044e-08]
 [ 3.21152e-07  1.92955e-06  1.38978e-06  3.46767e-07 -5.78652e-11
  -2.00978e-08]
 [-2.42323e-09 -3.39449e-10 -2.33456e-09 -5.78652e-11  3.81019e-10
  -8.38021e-12]
 [-5.08099e-09 -9.76131e-08 -5.50044e-08 -2.00978e-08 -8.38021e-12
   6.13837e-09]]",[4.57047e-03 6.40711e-03 2.60033e-02 5.88869e-04 1.95197e-05 7.83478e-05],design_10_6_25M_01_121,0.00457047,0.00640711,0.0260033,0.000588869,1.95197e-05,7.83478e-05
354,0,1,6,DTChamber,0.0010220711,0.0024790764,-0.027618148,-0.0006500409,7.1565e-06,-2.58487e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,6,PASS,10105,"[[ 2.23658e-05 -1.13483e-06  1.43970e-05  3.89593e-07 -4.49487e-10
   1.18155e-08]
 [-1.13483e-06  4.29146e-05  1.67787e-05  1.76470e-06 -5.11311e-10
  -1.16544e-07]
 [ 1.43970e-05  1.67787e-05  7.40158e-04 -9.28386e-07  1.48922e-09
  -1.71191e-07]
 [ 3.89593e-07  1.76470e-06 -9.28386e-07  3.81518e-07  1.85663e-11
  -1.84767e-08]
 [-4.49487e-10 -5.11311e-10  1.48922e-09  1.85663e-11  3.79730e-10
   4.78876e-12]
 [ 1.18155e-08 -1.16544e-07 -1.71191e-07 -1.84767e-08  4.78876e-12
   6.29432e-09]]",[4.72925e-03 6.55092e-03 2.72058e-02 6.17671e-04 1.94867e-05 7.93368e-05],design_10_6_25M_01_121,0.00472925,0.00655092,0.0272058,0.000617671,1.94867e-05,7.93368e-05
355,0,1,10,DTChamber,-0.001789093,0.0013159513,-0.0205383301,-0.0012667463,9.0668e-06,9.49601e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,10,PASS,9910,"[[ 2.52490e-05  1.55241e-07  1.79498e-06  1.79734e-07 -1.60360e-10
  -1.75307e-09]
 [ 1.55241e-07  4.06862e-05  6.73126e-06  1.94267e-06 -1.28413e-10
  -9.31322e-08]
 [ 1.79498e-06  6.73126e-06  8.48834e-04  7.79097e-08 -1.23658e-09
  -7.62841e-08]
 [ 1.79734e-07  1.94267e-06  7.79097e-08  3.64501e-07 -2.29654e-11
  -2.02850e-08]
 [-1.60360e-10 -1.28413e-10 -1.23658e-09 -2.29654e-11  3.87785e-10
   1.70804e-12]
 [-1.75307e-09 -9.31322e-08 -7.62841e-08 -2.02850e-08  1.70804e-12
   6.19653e-09]]",[5.02484e-03 6.37858e-03 2.91348e-02 6.03740e-04 1.96923e-05 7.87181e-05],design_10_6_25M_01_121,0.00502484,0.00637858,0.0291348,0.00060374,1.96923e-05,7.87181e-05
356,0,1,3,DTChamber,-0.0028728771,0.0044193268,0.0008834058,-0.0004487495,-2.43528e-05,-6.28717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,3,PASS,9997,"[[ 2.96499e-05  4.51474e-08  8.76728e-05  8.41406e-09 -1.63049e-09
   2.61265e-09]
 [ 4.51474e-08  4.15222e-05 -1.36840e-06  2.02792e-06  2.37961e-10
  -1.09811e-07]
 [ 8.76728e-05 -1.36840e-06  1.00056e-03 -2.29964e-07  1.00001e-08
   5.00429e-09]
 [ 8.41406e-09  2.02792e-06 -2.29964e-07  3.62623e-07  4.53127e-11
  -2.08422e-08]
 [-1.63049e-09  2.37961e-10  1.00001e-08  4.53127e-11  5.34610e-10
  -2.99126e-12]
 [ 2.61265e-09 -1.09811e-07  5.00429e-09 -2.08422e-08 -2.99126e-12
   6.10707e-09]]",[5.44518e-03 6.44377e-03 3.16316e-02 6.02181e-04 2.31216e-05 7.81477e-05],design_10_6_25M_01_121,0.00544518,0.00644377,0.0316316,0.000602181,2.31216e-05,7.81477e-05
357,0,1,7,DTChamber,0.0055618286,-0.0003952384,0.0274353027,-0.0002786172,-3.6611e-06,3.3727e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,7,PASS,9974,"[[ 2.99755e-05 -5.96503e-08  8.90218e-05 -1.88438e-08 -1.67778e-09
   6.61212e-09]
 [-5.96503e-08  4.03802e-05 -2.05814e-06  1.99984e-06  1.42092e-10
  -1.05218e-07]
 [ 8.90218e-05 -2.05814e-06  1.01843e-03 -4.56842e-07  1.04945e-08
   2.74098e-08]
 [-1.88438e-08  1.99984e-06 -4.56842e-07  3.74922e-07  2.94990e-11
  -2.10716e-08]
 [-1.67778e-09  1.42092e-10  1.04945e-08  2.94990e-11  5.50768e-10
   3.49175e-13]
 [ 6.61212e-09 -1.05218e-07  2.74098e-08 -2.10716e-08  3.49175e-13
   6.25217e-09]]",[5.47499e-03 6.35454e-03 3.19128e-02 6.12309e-04 2.34684e-05 7.90707e-05],design_10_6_25M_01_121,0.00547499,0.00635454,0.0319128,0.000612309,2.34684e-05,7.90707e-05
358,0,1,11,DTChamber,-0.0092958997,0.0028604865,0.0232115659,0.0008987474,6.50522e-05,-0.000106348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,11,PASS,9788,"[[ 2.06283e-05 -1.44578e-06  3.54323e-05 -1.56679e-07 -4.82827e-09
   2.63098e-08]
 [-1.44578e-06  4.32520e-05 -8.05940e-06  2.07632e-06  1.60890e-09
  -9.61190e-08]
 [ 3.54323e-05 -8.05940e-06  7.13630e-04 -8.74330e-07 -2.51211e-08
   1.27299e-07]
 [-1.56679e-07  2.07632e-06 -8.74330e-07  3.79965e-07  1.38813e-10
  -2.17072e-08]
 [-4.82827e-09  1.60890e-09 -2.51211e-08  1.38813e-10  4.29168e-10
  -7.26042e-11]
 [ 2.63098e-08 -9.61190e-08  1.27299e-07 -2.17072e-08 -7.26042e-11
   6.58975e-09]]",[4.54184e-03 6.57663e-03 2.67138e-02 6.16413e-04 2.07164e-05 8.11772e-05],design_10_6_25M_01_121,0.00454184,0.00657663,0.0267138,0.000616413,2.07164e-05,8.11772e-05
359,0,1,4,DTChamber,0.0173149109,0.016158402,-0.0129089355,-0.0004261428,-0.0001024353,-4.15646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,4,PASS,9956,"[[ 2.29387e-05 -6.31593e-07  5.39215e-05 -1.48164e-07 -1.89391e-08
   4.92312e-09]
 [-6.31593e-07  4.10498e-05 -4.93664e-06  1.97303e-06 -2.91375e-09
  -7.86864e-08]
 [ 5.39215e-05 -4.93664e-06  8.35358e-04 -9.47250e-07 -9.90102e-08
   5.00031e-08]
 [-1.48164e-07  1.97303e-06 -9.47250e-07  3.67789e-07 -2.40008e-10
  -1.98575e-08]
 [-1.89391e-08 -2.91375e-09 -9.90102e-08 -2.40008e-10  4.69963e-10
   3.35374e-11]
 [ 4.92312e-09 -7.86864e-08  5.00031e-08 -1.98575e-08  3.35374e-11
   6.19550e-09]]",[4.78944e-03 6.40701e-03 2.89026e-02 6.06456e-04 2.16786e-05 7.87115e-05],design_10_6_25M_01_121,0.00478944,0.00640701,0.0289026,0.000606456,2.16786e-05,7.87115e-05
360,0,1,8,DTChamber,-0.0006859903,0.0157685876,-0.0023173204,-0.0005946663,3.37274e-05,9.56761e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,8,PASS,9942,"[[ 2.00150e-05  4.00405e-07  2.85450e-05  4.44076e-08 -2.06762e-09
  -5.54733e-09]
 [ 4.00405e-07  3.86754e-05  3.53504e-06  1.94891e-06 -1.85821e-09
  -8.49039e-08]
 [ 2.85450e-05  3.53504e-06  6.70541e-04  4.13388e-07  1.12937e-08
  -2.36979e-08]
 [ 4.44076e-08  1.94891e-06  4.13388e-07  3.57373e-07 -1.32385e-10
  -1.89456e-08]
 [-2.06762e-09 -1.85821e-09  1.12937e-08 -1.32385e-10  3.95992e-10
  -2.24857e-11]
 [-5.54733e-09 -8.49039e-08 -2.36979e-08 -1.89456e-08 -2.24857e-11
   5.82393e-09]]",[4.47381e-03 6.21896e-03 2.58948e-02 5.97807e-04 1.98995e-05 7.63147e-05],design_10_6_25M_01_121,0.00447381,0.00621896,0.0258948,0.000597807,1.98995e-05,7.63147e-05
361,0,1,12,DTChamber,-0.0034970045,-0.0072866082,0.0304710513,-0.00040777,1.51927e-05,-4.36944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,1,12,PASS,10057,"[[ 2.90188e-05  4.57465e-08  8.44028e-05  5.16340e-09 -1.68833e-09
  -3.75282e-09]
 [ 4.57465e-08  4.06850e-05  1.68362e-06  1.97229e-06 -4.07419e-11
  -9.59636e-08]
 [ 8.44028e-05  1.68362e-06  1.00001e-03  2.47200e-07  8.45466e-09
  -1.09308e-08]
 [ 5.16340e-09  1.97229e-06  2.47200e-07  3.59314e-07 -9.80265e-12
  -1.99316e-08]
 [-1.68833e-09 -4.07419e-11  8.45466e-09 -9.80265e-12  5.27659e-10
   2.08375e-12]
 [-3.75282e-09 -9.59636e-08 -1.09308e-08 -1.99316e-08  2.08375e-12
   6.00772e-09]]",[5.38691e-03 6.37848e-03 3.16229e-02 5.99428e-04 2.29708e-05 7.75095e-05],design_10_6_25M_01_121,0.00538691,0.00637848,0.0316229,0.000599428,2.29708e-05,7.75095e-05
362,0,2,1,DTChamber,0.0008087158,-0.0149786472,-0.0081787109,-0.0006401019,2.31985e-05,3.32427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,2,1,PASS,8805,"[[ 2.85272e-05 -7.13708e-07 -4.01445e-07 -2.85035e-08 -4.34956e-09
  -6.92196e-09]
 [-7.13708e-07  6.89245e-05  1.72432e-06  2.54075e-06  2.04935e-08
  -2.35456e-09]
 [-4.01445e-07  1.72432e-06  1.66463e-03  8.69127e-08  9.37647e-09
   5.24137e-09]
 [-2.85035e-08  2.54075e-06  8.69127e-08  5.36662e-07  1.26335e-09
   2.41570e-09]
 [-4.34956e-09  2.04935e-08  9.37647e-09  1.26335e-09  5.76342e-10
   1.36647e-10]
 [-6.92196e-09 -2.35456e-09  5.24137e-09  2.41570e-09  1.36647e-10
   8.36871e-09]]",[5.34108e-03 8.30208e-03 4.07998e-02 7.32572e-04 2.40071e-05 9.14806e-05],design_10_6_25M_01_121,0.00534108,0.00830208,0.0407998,0.000732572,2.40071e-05,9.14806e-05
363,0,2,5,DTChamber,-0.0064021136,0.0113655329,-0.0508531891,-0.0020382297,-9.6923e-06,-8.46784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,2,5,PASS,9018,"[[ 2.89765e-05  4.75716e-07  2.42784e-06 -3.00270e-08 -5.59814e-10
   1.27510e-08]
 [ 4.75716e-07  7.14511e-05  4.42948e-06  2.15746e-06 -5.73443e-11
   1.54559e-09]
 [ 2.42784e-06  4.42948e-06  1.67148e-03 -2.20034e-08 -2.03880e-09
   1.92982e-08]
 [-3.00270e-08  2.15746e-06 -2.20034e-08  5.01781e-07  3.72724e-11
   2.14107e-09]
 [-5.59814e-10 -5.73443e-11 -2.03880e-09  3.72724e-11  4.29312e-10
  -1.17915e-11]
 [ 1.27510e-08  1.54559e-09  1.92982e-08  2.14107e-09 -1.17915e-11
   7.67224e-09]]",[5.38298e-03 8.45287e-03 4.08838e-02 7.08365e-04 2.07198e-05 8.75913e-05],design_10_6_25M_01_121,0.00538298,0.00845287,0.0408838,0.000708365,2.07198e-05,8.75913e-05
364,0,2,9,DTChamber,0.0159119815,-0.0190106034,-0.0184050866,-0.0011032358,-1.74664e-05,0.000143044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,2,9,PASS,8972,"[[ 2.84274e-05  3.18693e-07 -1.93518e-06  5.18254e-08 -6.61697e-10
  -1.15563e-08]
 [ 3.18693e-07  7.18735e-05  3.81213e-06  2.09353e-06  1.43708e-10
  -4.18700e-09]
 [-1.93518e-06  3.81213e-06  1.82103e-03  6.66732e-07 -2.88083e-08
   5.26876e-08]
 [ 5.18254e-08  2.09353e-06  6.66732e-07  4.85170e-07  3.67859e-11
   2.53287e-09]
 [-6.61697e-10  1.43708e-10 -2.88083e-08  3.67859e-11  4.34265e-10
  -3.27421e-11]
 [-1.15563e-08 -4.18700e-09  5.26876e-08  2.53287e-09 -3.27421e-11
   7.69513e-09]]",[5.33174e-03 8.47783e-03 4.26735e-02 6.96541e-04 2.08390e-05 8.77219e-05],design_10_6_25M_01_121,0.00533174,0.00847783,0.0426735,0.000696541,2.0839e-05,8.77219e-05
365,0,2,2,DTChamber,0.0030891376,-0.0234669447,-0.0489601611,0.0024430353,8.1176e-06,0.0001181795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design_10_6_25M_01_121,0,2,2,PASS,8974,"[[ 2.81521e-05 -1.08035e-06 -3.98649e-07 -2.05955e-07  6.53380e-10
  -1.25178e-08]
 [-1.08035e-06  7.99467e-05 -9.35465e-07  3.65455e-06 -4.36934e-09
   3.80086e-08]
 [-3.98649e-07 -9.35465e-07  1.70502e-03 -1.40308e-07 -1.04471e-09
   5.31451e-08]
 [-2.05955e-07  3.65455e-06 -1.40308e-07  7.69801e-07 -8.16386e-10
   1.37177e-08]
 [ 6.53380e-10 -4.36934e-09 -1.04471e-09 -8.16386e-10  4.34065e-10
  -4.40306e-11]
 [-1.25178e-08  3.80086e-08  5.31451e-08  1.37177e-08 -4.40306e-11
   8.38441e-09]]",[5.30586e-03 8.94129e-03 4.12918e-02 8.77383e-04 2.08342e-05 9.15664e-05],design_10_6_25M_01_121,0.00530586,0.00894129,0.0412918,0.000877383,2.08342e-05,9.15664e-05
